"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Gm29266",2.33670408359868e-05,0.532637414828423,0.283,0.111,0.43023395587219
"Itga6",2.35637173396245e-05,-0.774834587642362,0.434,0.664,0.433855163657166
"Extl3",2.47746642323708e-05,-0.516926966721893,0.396,0.652,0.45615111784641
"Lhfpl2",2.80693094831014e-05,0.513202093663633,0.679,0.485,0.516812126202863
"Srl",3.19801349711431e-05,-0.502671603899502,0.472,0.661,0.588818245088687
"Maml2",3.53730983119335e-05,-0.595661928091475,0.736,0.923,0.651289486119319
"Tmem132c",4.14220177196454e-05,0.67590606600356,0.491,0.284,0.762662190254111
"Patj",4.29566932188501e-05,0.511988731569728,0.547,0.32,0.790918635545468
"B530045E10Rik",5.26188987193539e-05,-0.54083509610324,0.038,0.293,0.968819163220743
"Ube2e2",5.27150739884882e-05,0.546984167973383,0.887,0.765,0.970589942276045
"Fam49a",6.21770448707257e-05,-0.577160331434334,0.396,0.604,1
"Iqsec1",7.1610936715897e-05,-0.51886984701051,0.811,0.854,1
"Thbs4",8.02620612396687e-05,-0.535535457878471,0.226,0.479,1
"Myo16",0.000105227946561176,-0.505997977475422,0.302,0.538,1
"Ntf3",0.000139721412013247,-0.567238883869253,0.151,0.389,1
"Sorcs2",0.000203417352865118,-0.542563252969139,0.264,0.499,1
"Scn5a",0.000207462094049587,-0.502501100085247,0.17,0.392,1
"Agbl4",0.000240263757669284,-0.527077853907108,0.208,0.427,1
"Hdac9",0.000320696093120488,-0.50459157183269,0.509,0.669,1
"Fgf14",0.000338186804811814,-0.694964225220928,0.075,0.298,1
"Gm13481",0.00035292367244592,-0.756724065145306,0.189,0.396,1
"Akap12",0.000360304796326308,0.541355852212383,0.642,0.415,1
"Fbxl7",0.000369701842042401,0.51174888633627,0.755,0.623,1
"Crispld1",0.000900044054955381,0.521928008579134,0.283,0.138,1
"Kcnj3",0.000928083629867036,-0.538723708868703,0.113,0.312,1
"Abcc5",0.00105195427819665,0.521722716410657,0.528,0.42,1
"Npas3",0.00119148847130387,0.637214286222938,0.547,0.43,1
"Itpr2",0.00123071351521697,-0.50629356710596,0.132,0.328,1
"Tspan18",0.00158534491534584,-0.555962883665455,0.604,0.718,1
"Pde1c",0.00175442510820325,-0.626746477908527,0.189,0.364,1
"Efna5",0.00181790933733231,0.822471298538905,0.717,0.596,1
"Tmem164",0.00309894143108383,-0.634017506588422,0.868,0.912,1
"Bmper",0.00362699224973324,-0.639753796468074,0.132,0.303,1
"Kcnh7",0.00375421404066739,-0.501014182574306,0.792,0.826,1
"Ntm",0.00383782512017545,-0.793115148137257,0.189,0.352,1
"Cadm1",0.00453511205875749,-0.511302346930664,0.547,0.679,1
"Slc2a3",0.00572621125522305,0.653666161991755,0.415,0.285,1
"Sfmbt2",0.00712483835651451,1.1102787434518,0.283,0.156,1
"Tmem2",0.00911776849771425,-0.701371986613076,0.302,0.463,1
"Trpm3",0.0128948008107517,-1.30274512826821,0.245,0.375,1
"Prkch",0.0146977252776672,-0.687505343244154,0.151,0.285,1
"Flrt2",0.0167379167064694,1.0270867297848,0.377,0.276,1
"Edil3",0.0199991190098702,-0.525157580666164,0.396,0.536,1
"Elk3",0.0323527797124643,-0.565258837729488,0.189,0.3,1
"Klhl13",0.0568578391655552,0.628245210372467,0.415,0.332,1
"Foxo1",0.0997388226923007,-0.508913931392047,0.208,0.277,1
"Col23a1",0.222119865265798,-0.544868307141094,0.321,0.232,1
"Ptprm",0.355929820160533,-1.04419284076522,0.415,0.449,1
"Plcb1",0.544375226843989,0.509342655817845,0.321,0.31,1
